상품명,거래량,최근거래가,발매일,발매일로부터현재까지일,발매가,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일,가격변동성,수익률,콜라보,브랜드_Adidas,브랜드_Asics,브랜드_Converse,브랜드_Jordan,브랜드_Mihara Yasuhiro,브랜드_New Balance,브랜드_Nike,브랜드_Puma,브랜드_Salomon,브랜드_Vans
(W) 나이키 에어포스 1 '07 에센셜 페이즐리 스우시 화이트 원 블루,4.379848859,3.464934603,2021-12-29,25.3907278,3.958002652,3,2.8775101,2024-01-23,3.74117618,2022-06-29,18.49575937,2.910392691,860.9256854,44.71355136,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 37 화이트 하이퍼 바이올렛,4.608526362,3.462980227,2020-07-01,30.33321904,3.968809934,2,2.8775101,2024-05-08,3.73836282,2022-12-05,16.10627454,2.736732394,892.69574,35.22920596,0,0,0,0,0,0,0,1,0,0,0
나이키 줌X 베이퍼플라이 넥스트% 2 화이트 메탈릭 실버,4.756503372,3.467581086,2021-03-22,28.14113068,3.996345133,3,2.882893196,2023-03-23,3.769882859,2022-06-04,17.37927499,3.229903684,788.1327638,32.79167492,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 에센셜 트리플 화이트,4.921494335,3.435424954,2020-06-01,30.5645016,3.97435153,3,2.872533342,2023-07-06,3.701176306,2023-05-25,18.33457131,3.621366028,1035.323746,13.5687654,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 스케치 화이트 블랙,3.394836615,3.472139411,2020-04-01,31.02508702,3.963730634,3,2.880717957,2022-01-12,3.756925246,2020-06-03,17.55782843,3.127205683,836.6394343,54.14816418,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 데이브레이크 블랙 화이트,4.939223188,3.436297503,2019-11-22,31.97374011,3.950066949,2,2.873148261,2024-01-18,3.684989655,2022-07-12,17.38266481,3.638306584,1163.113576,34.67668176,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 프리미엄 버건디 크러쉬,3.840462293,3.439287488,2024-02-08,11.0245743,3.963730634,3,2.877114593,2024-02-02,3.73836282,2024-04-22,14.06202151,3.396717586,873.7022567,38.05674561,0,0,0,0,0,0,0,1,0,0,0
나이키 르브론 21 EP 아라고나이트,2.532721809,3.44127921,2023-12-20,12.97217551,3.990177853,4,2.873785965,2024-02-19,3.750009655,2024-05-09,7.550754171,0.672240797,538.8811277,3.33568701,0,0,0,0,0,0,0,1,0,0,0
나이키 x 파워퍼프걸 SB 덩크 로우 프로 QS 버터컵,4.198190499,3.462149351,2023-12-15,13.14210514,3.9675446,3,2.880328062,2024-01-05,3.772475269,2024-02-25,13.12908071,3.529004587,580.4187057,48.49550018,1,0,0,0,0,0,0,1,0,0,0
나이키 x 1017 알릭스 9SM 에어포스 1 로우 SP 화이트,3.471571279,3.448053064,2023-12-15,13.14210514,3.97435153,3,2.873267106,2023-12-12,3.758753894,2024-04-26,13.22916808,2.959697523,365.5558846,15.91979024,1,0,0,0,0,0,0,1,0,0,0
나이키 ACG 토레 미드 워터프루프 피칸 앤 올리브 그레이,2.848223796,3.435128174,2023-12-01,13.59963694,3.977411166,2,2.872533342,2024-02-24,3.734096313,2024-05-07,10.63720144,1.898699836,698.208135,11.02173975,0,0,0,0,0,0,0,1,0,0,0
나이키 x 앰부쉬 에어 모어 업템포 로우 블랙 앤 화이트,4.249565786,3.459581263,2023-10-06,15.21515039,3.992335303,2,2.878911244,2024-03-06,3.780132229,2024-04-12,15.43605399,4.048411685,343.4702587,20.2960311,1,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 세일 딥 정글,3.583612592,3.446906327,2023-10-01,15.34590516,3.966319597,3,2.870448512,2024-03-23,3.727940462,2024-05-02,12.54209332,1.656452944,674.0795077,13.52530711,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 라이트 오어우드 브라운,4.067966479,3.436297503,2023-10-01,15.34590516,3.97553855,3,2.870524677,2024-03-24,3.719977094,2024-02-21,17.00644873,1.499690641,775.0952626,5.917653581,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 컬러 오브 더 먼스 화이트 하이퍼 로얄,3.795747018,3.421840118,2023-08-07,16.67428064,3.9675446,2,2.874280324,2023-08-16,3.723325976,2024-02-16,14.55653133,2.45756849,905.4523696,24.64639092,0,0,0,0,0,0,0,1,0,0,0
나이키 줌X 스트릭플라이 하이퍼 핑크 레이저 오렌지,3.486519638,3.44127921,2023-04-02,19.196172,3.977411166,3,2.86965745,2024-05-18,3.74117618,2024-03-20,10.65563571,1.499690641,444.5224396,0,0,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 팬텀 액션 그린,3.862255961,3.451219215,2023-05-04,18.61567492,3.947814795,2,2.875820932,2023-07-22,3.749564395,2023-10-09,10.93760129,2.293748371,662.0542579,46.67419883,0,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 데이 원,4.141121953,3.459104674,2023-05-03,18.63429613,3.955054933,4,2.87788983,2023-05-26,3.762177165,2023-09-18,12.19224707,2.630285078,592.8790049,49.04484667,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 미드 미카 그린,2.86517515,3.41037597,2023-05-02,18.65288499,3.971072721,3,2.86965745,2023-11-27,3.719101726,2024-05-18,11.69821649,1.304341822,745.7483597,7.072152892,0,0,0,0,0,0,0,1,0,0,0
나이키 x 클랏 코르테즈 SP 화이트 앤 게임 로얄,3.874818366,3.433597295,2023-04-14,18.98210881,3.97435153,2,2.879890218,2023-05-02,3.726452522,2023-10-27,14.90034488,3.048673513,1104.344577,40.10291706,1,0,0,0,0,0,0,1,0,0,0
나이키 리액트 인피니티 런 플라이니트 3 화이트 블랙,3.646747114,3.430275213,2022-10-03,22.01585956,3.988184788,3,2.872906515,2023-07-11,3.737185042,2023-06-02,9.463159351,1.304341822,676.5331338,1.716026191,0,0,0,0,0,0,0,1,0,0,0
나이키 메트콘 8 블랙 화이트,4.43376196,3.445911338,2022-08-25,22.54543569,3.973392165,3,2.86965745,2023-07-25,3.728666846,2023-10-17,11.90061886,2.352563982,625.2407438,4.890203236,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 골프 아이언 그레이 블랙,2.712252133,3.415778254,2022-12-23,20.83701078,3.973392165,3,2.86679731,2024-04-28,3.711462713,2024-05-04,5.48434383,0.672240797,707.0345933,-17.13843847,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 프로 화이트 앤 검 라이트 브라운,4.294119153,3.44054883,2023-10-25,14.70009438,3.959586,3,2.876271394,2023-03-19,3.74117618,2024-02-23,15.34272233,3.089095643,798.627843,38.30875994,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 SP 시라큐스 2022,4.97685561,3.467414128,2022-11-12,21.44807128,3.955054933,2,2.882439081,2023-07-12,3.76906894,2022-11-12,19.64181049,4.138636557,771.7003942,73.13368215,0,0,0,0,0,0,0,1,0,0,0
나이키 x 앰부쉬 에어 어저스트 포스 SP 블랙 앤 싸이킥 퍼플,4.379848859,3.455194186,2022-08-19,22.62496311,3.992335303,2,2.880038582,2022-08-18,3.712485437,2024-04-12,18.1061703,3.371736273,1203.155116,24.57797602,1,0,0,0,0,0,0,1,0,0,0
나이키 x 트래비스 스캇 나이키 에어 트레이너 1 그레이 헤이즈 앤 더스티 세이지,4.53719037,3.435718733,2022-05-27,23.68951795,3.977411166,2,2.879890218,2022-05-25,3.735357567,2023-12-20,16.91617205,3.678740081,1030.143319,37.30848491,1,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 던 그레이 포그,4.126857586,3.428465572,2022-03-10,24.6064947,3.955054933,3,2.86658716,2023-07-05,3.699893806,2024-05-04,13.59190268,2.293748371,824.7074828,10.93137491,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 프로 블랙 쿨 그레이,4.501754574,3.453888227,2022-01-11,25.25040803,3.963730634,2,2.881863793,2023-04-02,3.762177165,2024-01-24,17.06002094,3.772924225,832.9287832,60.20933981,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 챔피언쉽 그레이,5.139429407,3.458495247,2021-09-02,26.60479468,3.950066949,2,2.882461284,2022-03-26,3.758032405,2023-02-15,20.90387675,4.654796171,918.0697565,79.06359816,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어포스 1 '07 로우 화이트 블랙,4.942414375,3.459104674,2019-01-02,34.12027323,3.965828168,2,2.875349111,2022-03-25,3.739509938,2021-04-26,20.00136108,3.595059236,772.299038,29.70091381,0,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 레이저 오렌지,4.138960667,3.481595058,2020-04-10,30.95792364,3.958002652,2,2.886785356,2023-05-09,3.789819596,2020-05-11,14.67084675,3.936705156,741.8187616,102.3645851,0,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어 줌 스피리돈 케이지 2 퓨어 플래티넘,4.499287409,3.482455246,2020-04-03,31.01018499,3.977411166,3,2.889300543,2023-02-18,3.77804291,2020-04-13,17.32126974,4.244601414,1064.123127,97.26379606,1,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 코코넛 밀크 카키,2.317383059,3.43902829,2024-02-08,11.0245743,3.959586,4,2.86965745,2024-04-28,3.746307941,2024-04-23,7.318175069,0,363.9489681,16.36925312,0,0,0,0,0,0,0,1,0,0,0
나이키 테크 헤라 카카오 와우 브론진,2.86517515,3.41465009,2023-11-07,14.32943574,3.955054933,3,2.862048389,2024-04-03,3.711462713,2024-04-05,9.91678342,1.898699836,491.6675512,-10.70869117,0,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 바이트,3.25066274,3.437967113,2024-01-27,11.54120505,3.959586,4,2.873729561,2024-02-08,3.729381945,2024-04-18,10.19623391,1.787027315,814.8867605,29.11535764,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 SE 화이트 라이트 카본,3.450876688,3.44127921,2024-01-01,12.54870394,3.971140631,2,2.870524677,2024-03-15,3.74117618,2024-03-22,11.3760869,1.787027315,491.6675512,9.835717013,0,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어 플라이트 89 로우 화이트 앤 피칸,4.052124123,3.450377851,2023-12-09,13.34136414,3.977411166,2,2.874063503,2023-12-09,3.74117618,2024-02-21,15.39404188,3.275795115,683.1574749,16.01482924,1,0,0,0,0,0,0,1,0,0,0
나이키 x 오프화이트 에어포스 1 미드 SP 레더 바시티 메이즈,3.885011279,3.448053064,2023-11-09,14.27097087,3.987905708,2,2.879429747,2023-11-07,3.746307941,2024-04-02,14.56296583,3.027508338,897.3644238,26.11862388,1,0,0,0,0,0,0,1,0,0,0
나이키 x 슈프림 에어 줌 코트포짓 SP 블랙 메탈릭 실버,3.695975465,3.462980227,2023-10-19,14.86599722,3.981400609,3,2.882461284,2023-10-26,3.780132229,2023-10-27,15.1701558,2.667595508,595.0261028,45.25964576,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 베이퍼맥스 목 롬 블랙,3.134617186,3.457228025,2023-10-31,14.53098803,3.99438812,3,2.878254848,2024-04-19,3.746788814,2023-12-11,11.83151103,0.672240797,831.6934251,16.08934582,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 목 프리미엄 러셋,3.939726664,3.433281306,2023-10-09,15.13577808,3.950066949,1,2.872533342,2024-02-14,3.735357567,2024-04-03,14.80237455,2.829028516,681.6409724,32.57100808,0,0,0,0,0,0,0,1,0,0,0
나이키 x 테러 스쿼드 에어포스 1 로우 QS 블랙아웃,4.315252982,3.447865368,2023-09-15,15.75215524,3.97435153,3,2.877114593,2023-10-15,3.758394775,2023-11-14,17.10339595,3.466295496,605.0885438,29.01684945,1,0,0,0,0,0,0,1,0,0,0
나이키 x 유토 호리고메 SB 덩크 로우 울프 그레이,4.145409323,3.472072016,2023-08-25,16.2597584,3.971072721,3,2.885913469,2023-08-26,3.784516514,2023-09-20,16.58474313,3.487895806,765.9234675,77.49479968,1,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 레트로 화이트 피칸테 레드,3.657032618,3.409719429,2023-07-13,17.22226443,3.963690907,2,2.865822143,2023-08-05,3.688320602,2024-05-03,11.67094755,1.996108559,905.4523696,0.0692816254,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 레트로 컬러 오브 더 먼스 오일 그린,3.554860111,3.417401966,2023-06-01,18.0805505,3.9675446,2,2.867406911,2023-06-20,3.711462713,2024-02-18,13.77575163,1.499690641,733.7901129,2.429248366,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 페니 2 포톤 더스트,3.896928363,3.44968441,2023-05-05,18.59702123,3.992335303,4,2.872533342,2024-04-06,3.715431824,2024-01-30,15.48455505,2.829028516,910.5760978,-12.71282635,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 인디고 헤이즈 코랄 초크,4.30412986,3.442912101,2023-05-09,18.52207879,3.963690907,3,2.873785965,2024-05-08,3.732135525,2023-11-14,17.29026759,3.048673513,785.1160795,26.05738834,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 프레쉬 포톤 더스트,3.575578684,3.439544326,2023-05-02,18.65288499,3.971072721,1,2.867987271,2024-01-26,3.728666846,2024-02-17,12.72079693,1.499690641,541.2889357,0.547579164,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 LX 팀 골드 앤 블랙,3.778038425,3.443803379,2023-04-24,18.80044816,3.9675446,2,2.872533342,2024-03-16,3.735357567,2023-11-25,14.28593342,2.229786259,681.6409724,18.99643909,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 코르테즈 프리미엄 블랙,4.476271286,3.449508109,2023-04-21,18.85526721,3.955054933,3,2.875820932,2023-10-11,3.732798628,2023-09-16,20.1041599,2.549160899,874.3326326,40.41685868,0,0,0,0,0,0,0,1,0,0,0
나이키 x 플라이 스트릿웨어 SB 덩크 로우 프로 가데니아,4.413357257,3.462043363,2023-03-23,19.37142257,3.9675446,3,2.881271824,2023-03-24,3.770941446,2023-07-04,18.30299111,3.31866452,668.4314584,53.13799667,1,0,0,0,0,0,0,1,0,0,0
나이키 리액트 팬텀 GX 프로 TF 발틱 블루 화이트,4.022817593,3.451384226,2023-01-19,20.41663843,3.959586,4,2.876271394,2023-08-09,3.750886156,2023-04-12,11.46910671,1.996108559,668.4314584,38.30875994,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 미드 '07 컬러 오브 더 먼스 서밋 화이트,4.334606711,3.417925966,2023-02-02,20.19252724,3.977411166,1,2.878571588,2023-02-01,3.699893806,2024-03-21,17.00032148,2.959697523,1230.404433,31.93598356,0,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 알파플라이 넥스트% 플라이니트 2 스크림 그린,3.69285627,3.471800258,2022-12-01,21.16877769,4.007919033,4,2.883303356,2024-04-18,3.785748622,2023-11-02,11.12402928,1.898699836,554.4376964,23.61180205,0,0,0,0,0,0,0,1,0,0,0
나이키 x 앰부쉬 에어포스 1 로우 SP 게임 로얄 앤 비비드 설퍼,4.600303365,3.454184417,2022-12-16,20.94358278,3.987905708,3,2.878182974,2022-12-13,3.740627803,2023-12-31,17.0612313,4.09330261,899.9152489,21.44835895,1,0,0,0,0,0,0,1,0,0,0
나이키 x 앰부쉬 에어포스 1 로우 SP 파인 그린 앤 시트론,4.653270443,3.451548179,2022-12-16,20.94358278,3.987905708,3,2.878432146,2022-12-13,3.740627803,2023-12-15,19.37385698,4.24156921,911.8589095,22.36011452,1,0,0,0,0,0,0,1,0,0,0
나이키 ACG 에어 줌 가이아돔 고어텍스 블랙,4.415450323,3.457996313,2023-01-07,20.60534022,3.996345133,2,2.878944529,2022-12-07,3.765325836,2023-11-28,15.92635218,3.662881761,608.6992723,16.89690533,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 덩크 로우 에센셜 브릴리언트 오렌지,4.856522177,3.434525393,2022-08-24,22.55872503,3.955054933,3,2.878254848,2023-09-19,3.699893806,2023-12-04,20.76914772,3.99980979,1221.69567,50.69241847,0,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어맥스 2013 블랙,4.541971305,3.456028071,2022-08-06,22.79558151,3.992335303,2,2.879585877,2022-08-09,3.762177165,2023-07-10,16.53342236,4.138636557,697.6340996,22.83533594,1,0,0,0,0,0,0,1,0,0,0
나이키 x 유니온 코르테즈 SP 레몬 프로스트,4.519336632,3.43902829,2022-07-28,22.91237854,3.9675446,4,2.873785965,2022-08-17,3.699893806,2024-03-07,15.65511385,3.595059236,1087.030774,23.01140789,1,0,0,0,0,0,0,1,0,0,0
나이키 x 유니온 코르테즈 SP 라이트 스모크,4.465995511,3.415778254,2022-07-28,22.91237854,3.9675446,3,2.870824297,2022-07-26,3.692961257,2023-10-18,15.1235561,3.6547977,1040.063143,13.70242053,1,0,0,0,0,0,0,1,0,0,0
나이키 x 오프화이트 에어포스 1 미드 SP 블랙,4.832485338,3.433281306,2022-06-23,23.35677346,3.985507349,2,2.879860245,2022-06-17,3.728666846,2023-05-07,17.78622164,4.163535635,1085.880572,29.92222924,1,0,0,0,0,0,0,1,0,0,0
나이키 x 트래비스 스캇 에어맥스 1 캑터스 위트,2.272615388,3.468477337,2022-05-23,23.73810532,3.981400609,2,2.888261377,2023-05-17,3.799692834,2024-02-22,11.09724251,1.656452944,681.0726455,82.19326595,1,0,0,0,0,0,0,1,0,0,0
(PS) 나이키 x 헬로키티 에어 프레스토 유니버시티 블루,4.50825036,3.40905022,2022-05-10,23.89479426,3.944531295,2,2.87320785,2023-05-19,3.711462713,2024-04-17,10.48593188,3.646606887,974.5342564,39.33583356,1,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 90 LTR 트리플 화이트,4.360961318,3.438766694,2020-07-28,30.1222539,3.973392165,2,2.870448512,2022-10-10,3.724915363,2024-03-15,14.35189565,2.549160899,712.4297909,7.637827237,0,0,0,0,0,0,0,1,0,0,0
나이키 x 유니온 덩크 로우 패스포트 팩 아르곤,5.169525519,3.447865368,2022-04-07,24.28446941,3.977411166,2,2.885242948,2022-04-04,3.750886156,2024-05-15,20.21521199,4.778122895,1122.70476,65.18936942,1,0,0,0,0,0,0,1,0,0,0
나이키 SB 덩크 로우 프로 클로로필,4.662367079,3.460956102,2022-02-18,24.8319446,3.955054933,2,2.885769599,2022-02-19,3.775825081,2023-02-14,18.07599451,3.899741466,884.0220735,97.56950457,0,0,0,0,0,0,0,1,0,0,0
나이키 x 오프화이트 에어 줌 템포 넥스트% 블랙,4.547766602,3.468872886,2021-07-23,27.00392137,4.003358442,2,2.885984366,2021-07-21,3.770941446,2024-04-01,15.64018513,3.629893949,958.97601,40.81768596,1,0,0,0,0,0,0,1,0,0,0
나이키 x 언디핏 코비 5 프로트로 홀 오브 페임,4.102673236,3.475430645,2021-05-15,27.65235719,3.987905708,3,2.88554842,2023-10-15,3.767955784,2021-08-20,11.19271348,2.829028516,969.7022511,55.10153621,1,0,0,0,0,0,0,1,0,0,0
(GS) 나이키 에어맥스 97 블랙,4.029989111,3.40905022,2019-10-19,32.21162521,3.977411166,2,2.871116128,2021-12-20,3.701176306,2022-11-14,11.56442593,2.159737683,985.1114843,6.230208398,0,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어포스 1 로우 파슬,4.946825796,3.471034384,2020-12-12,29.00738649,3.971072721,3,2.886960098,2020-12-29,3.789043454,2023-11-03,20.69553719,4.659112919,767.5152981,85.56757266,1,0,0,0,0,0,0,1,0,0,0
나이키 코비 5 프로트로 5 링스,4.827755413,3.475828368,2020-09-30,29.61102492,3.985507349,2,2.888261377,2024-02-03,3.768237144,2020-12-15,13.19004989,3.477187526,1107.820994,76.63709313,0,0,0,0,0,0,0,1,0,0,0
나이키 로말레오 4 블랙 화이트,4.411779488,3.456028071,2020-04-01,31.02508702,3.996687837,2,2.882213712,2023-04-19,3.775825081,2023-10-06,13.01999467,2.549160899,651.6061458,29.49744164,0,0,0,0,0,0,0,1,0,0,0
나이키 킬샷 2 레더 세일 데저트 오렌지,4.77391276,3.41465009,2020-06-19,30.42612057,3.951514441,3,2.873148261,2023-02-19,3.711462713,2023-12-10,17.15467871,3.213862051,972.3366512,33.52534715,0,0,0,0,0,0,0,1,0,0,0
나이키 x 스투시 에어 줌 스피리돈 케이지 2 블랙,4.475389436,3.472139411,2020-05-15,30.69414379,3.977411166,2,2.886395916,2023-05-21,3.775825081,2021-11-15,14.88648873,3.027508338,922.3633175,73.02877259,1,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 줌 스피리돈 케이지 2 메탈릭 실버,3.870671867,3.482455246,2020-04-13,30.93547605,3.971072721,2,2.884420694,2024-04-22,3.760502505,2020-05-02,14.50469037,3.371736273,992.8539827,67.28450824,0,0,0,0,0,0,0,1,0,0,0
나이키 블레이저 미드 '77 빈티지 화이트 블랙,4.470499756,3.417401966,2019-03-26,33.59441237,3.958002652,2,2.870448512,2021-09-01,3.699893806,2023-10-25,16.55375013,3.976324745,971.6777724,19.91846587,0,0,0,0,0,0,0,1,0,0,0
나이키 샥스 R4 블랙 메탈릭 실버 2018,2.984492654,3.464075796,2018-11-25,34.3560788,3.977588345,2,2.882439081,2024-02-08,3.758394775,2020-10-31,13.66218822,3.498426195,912.5005971,48.96346706,0,0,0,0,0,0,0,1,0,0,0
나이키 샥스 R4 메탈릭 실버 커멧 레드 2018,3.370455659,3.480339205,2018-09-07,34.83689853,3.977588345,2,2.885242948,2024-04-14,3.740627803,2021-03-08,13.69952158,3.00565424,1199.07766,64.98228593,0,0,0,0,0,0,0,1,0,0,0
나이키 인빈시블 3 화이트 더스티 캑터스,2.052010919,3.446113327,2023-12-10,13.30849499,3.9829695,4,2.876227261,2024-04-29,3.765325836,2024-04-15,6.130117517,0,435.0485115,18.68827853,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 95 울프 그레이 러그드 오렌지,2.793978196,3.436297503,2023-09-13,15.80170059,3.989732945,2,2.870448512,2024-03-19,3.750450212,2024-03-06,6.437614461,0.672240797,340.9096472,-30.02579309,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 플러스 블랙 블루 틴트,3.035435939,3.436009565,2023-09-20,15.62712031,3.980276767,3,2.868895857,2024-03-03,3.732135525,2024-02-23,9.317795855,1.656452944,538.5375197,-15.73977035,0,0,0,0,0,0,0,1,0,0,0
(W) 나이키 에어 줌 알파플라이 넥스트% 3 프로토 화이트 토탈 오렌지,3.554860111,3.475257776,2024-01-04,12.43911766,4.00645625,4,2.885227344,2024-05-14,3.799692834,2024-01-15,10.58127915,1.898699836,428.4673379,33.78593787,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 코코넛 밀크,2.970952044,3.441755682,2024-01-01,12.54870394,3.971072721,1,2.875300685,2024-01-26,3.74117618,2024-04-06,12.3807053,1.304341822,748.5042167,25.2699597,0,0,0,0,0,0,0,1,0,0,0
나이키 타이거 우즈 '13 와이드 화이트 파인 그린,3.364163821,3.447100936,2023-12-08,13.37410024,4.000002027,4,2.877471278,2024-01-25,3.765325836,2024-05-13,9.0045614,1.046711732,514.5435201,7.981498091,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 로우 컬러 오브 더 먼스 블랙 쥬얼,2.913071054,3.428465572,2023-12-07,13.40670462,3.9675446,1,2.867796915,2023-12-13,3.743818616,2024-05-17,10.66786895,1.046711732,303.4626722,3.948992878,0,0,0,0,0,0,0,1,0,0,0
나이키 에어맥스 2013 데저트 샌드 블랙,3.010578757,3.455891036,2023-10-20,14.83856283,3.985507349,3,2.879890218,2024-02-14,3.758753894,2024-01-18,9.165209937,1.656452944,765.128068,30.04313964,0,0,0,0,0,0,0,1,0,0,0
나이키 x 사카이 마그마스케이프 SP 바시티 로얄,3.567402336,3.43902829,2023-12-07,13.40670462,3.990177853,1,2.877471278,2023-12-07,3.750886156,2024-04-22,12.45493654,2.935492554,736.1361979,16.93339483,1,0,0,0,0,0,0,1,0,0,0
나이키 에어 줌 페가수스 40 화이트 코코넛 밀크,2.970952044,3.436297503,2023-04-01,19.2138231,3.963730634,3,2.864764482,2024-04-16,3.732135525,2024-02-02,7.584824374,0,328.0865506,-8.980691849,0,0,0,0,0,0,0,1,0,0,0
나이키 터미네이터 로우 팬텀 블랙,2.942792857,3.428836214,2023-11-08,14.30025321,3.97435153,3,2.873148261,2023-12-01,3.739509938,2024-05-07,10.60002443,2.082384297,657.3813781,15.53735286,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 보메로 5 블랙 앤 피칸테 레드,3.010578757,3.434525393,2023-11-10,14.24158785,3.977411166,2,2.8713301,2023-11-30,3.732135525,2024-04-29,7.978484028,1.787027315,663.1777976,6.984047037,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 화이트 브론진,3.629068072,3.433281306,2023-07-23,17.00670456,3.959586,3,2.870448512,2024-04-08,3.721681082,2023-11-26,12.8552345,1.499690641,751.6589453,18.72332684,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 프로 SB 코트 퍼플,4.189716012,3.447676324,2023-08-22,16.33009918,3.963730634,4,2.879860245,2023-09-03,3.765022205,2024-05-13,14.4278978,3.396717586,671.2530114,49.94481308,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 워터캣+ 비비드 설퍼,2.774642884,3.44151847,2023-07-12,17.24356635,3.963730634,4,2.867892471,2024-05-04,3.716375725,2024-02-17,7.299421259,1.046711732,697.6340996,7.794727531,0,0,0,0,0,0,0,1,0,0,0
나이키 줌 머큐리얼 베이퍼 15 엘리트 FG 핑크 블라스트,2.897571599,3.458495247,2023-04-03,19.17849249,4.000002027,3,2.876271394,2024-05-16,3.775825081,2023-07-28,9.035340728,0.672240797,249.23495,2.855504999,0,0,0,0,0,0,0,1,0,0,0
나이키 르브론 20 EP 레이저 오렌지 레이서 블루,3.793260827,3.44985952,2023-06-08,17.94239439,3.996687837,4,2.87577474,2023-07-14,3.756925246,2024-02-22,10.03741613,2.229786259,547.3279775,4.533375276,0,0,0,0,0,0,0,1,0,0,0
나이키 자 1 EP 헝거,3.695975465,3.456299864,2023-05-25,18.21690025,3.955054933,3,2.875820932,2023-05-30,3.755400134,2023-07-02,10.84041247,2.159737683,574.2298944,40.41685868,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 미드 판다,2.848223796,3.419449558,2023-05-04,18.61567492,3.959586,4,2.865822143,2023-05-31,3.711462713,2024-05-16,10.05218133,1.656452944,663.3651313,4.784619552,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 미드 '07 화이트 블랙,3.783171766,3.422297631,2023-04-28,18.72691981,3.963730634,3,2.863744642,2023-05-16,3.717301608,2023-08-21,13.30623491,1.787027315,491.6675512,-19.62622997,0,0,0,0,0,0,0,1,0,0,0
나이키 에어포스 1 '07 LX 미카 그린,4.267864384,3.436009565,2023-05-02,18.65288499,3.9675446,3,2.871609123,2023-09-30,3.735357567,2024-05-10,17.76230624,2.352563982,633.8562929,16.11640877,0,0,0,0,0,0,0,1,0,0,0
나이키 ACG 목 서밋 화이트 앤 블랙,4.163126864,3.441755682,2023-04-13,19.00010866,3.944531295,2,2.875349111,2024-02-29,3.73836282,2023-12-11,15.73713079,2.703019661,786.5232664,47.6036859,0,0,0,0,0,0,0,1,0,0,0
나이키 덩크 로우 세일 피칸테 레드,4.22776642,3.420427107,2023-03-22,19.38879559,3.955054933,3,2.865362966,2023-04-20,3.699893806,2023-11-23,15.04218546,2.959697523,775.4950665,7.334140697,0,0,0,0,0,0,0,1,0,0,0
